path_key,source_project,chainage_m,x_svy21,y_svy21,elevation_m_raw,elevation_m_filtered,elevation_m_smooth,gradient_pct,Grade
ang_mo_kio_street_13,Ang Mo Kio Street 13,52.179,28063.026,39697.540,,,,9.80,2.0
