path_key,source_project,chainage_m,x_svy21,y_svy21,elevation_m_raw,elevation_m_filtered,elevation_m_smooth,gradient_pct,Grade
amk_industrial_park_2,AMK Industrial Park 2,66.0,31775.569,39952.468,7.452,7.502,7.502,-0.729,1.0
amk_industrial_park_2,AMK Industrial Park 2,68.0,31775.543,39954.468,10.727,7.464,7.477,,
amk_industrial_park_2,AMK Industrial Park 2,70.0,31775.516,39956.467,7.477,7.477,7.477,,
amk_industrial_park_2,AMK Industrial Park 2,72.0,31775.49,39958.467,7.452,7.452,7.477,,
amk_industrial_park_2,AMK Industrial Park 2,74.0,31775.463,39960.467,7.477,7.477,7.477,,
amk_industrial_park_2,AMK Industrial Park 2,76.0,31775.436,39962.467,7.527,7.776,7.776,,
amk_industrial_park_2,AMK Industrial Park 2,78.0,31775.41,39964.467,7.852,8.075,8.075,,
amk_industrial_park_2,AMK Industrial Park 2,80.0,31775.383,39966.467,7.927,8.391,8.391,,
amk_industrial_park_2,AMK Industrial Park 2,82.0,31775.357,39968.466,7.614,8.707,8.707,,
amk_industrial_park_2,AMK Industrial Park 2,84.0,31775.33,39970.466,13.189,9.023,9.023,,
amk_industrial_park_2,AMK Industrial Park 2,86.0,31775.304,39972.466,11.247,,9.339,,
amk_industrial_park_2,AMK Industrial Park 2,88.0,31775.277,39974.466,13.307,,9.655,,
amk_industrial_park_2,AMK Industrial Park 2,90.0,31775.251,39976.466,11.235,9.97,9.97,,
amk_industrial_park_2,AMK Industrial Park 2,92.0,31775.224,39978.466,13.197,10.286,10.286,,
amk_industrial_park_2,AMK Industrial Park 2,94.0,31775.198,39980.465,10.943,10.602,10.602,,
amk_industrial_park_2,AMK Industrial Park 2,96.0,31775.171,39982.465,10.918,10.918,10.663,,
amk_industrial_park_2,AMK Industrial Park 2,98.0,31775.145,39984.465,9.528,10.79,10.663,,
amk_industrial_park_2,AMK Industrial Park 2,100.0,31775.118,39986.465,8.735,10.663,10.663,,
amk_industrial_park_2,AMK Industrial Park 2,102.0,31775.092,39988.465,8.628,10.535,10.535,,
amk_industrial_park_2,AMK Industrial Park 2,104.0,31775.065,39990.464,10.835,10.407,10.407,,
amk_industrial_park_2,AMK Industrial Park 2,106.0,31775.039,39992.464,11.013,10.279,10.279,,
amk_industrial_park_2,AMK Industrial Park 2,108.0,31775.012,39994.464,10.563,10.151,10.151,,
amk_industrial_park_2,AMK Industrial Park 2,110.0,31774.986,39996.464,8.605,10.023,10.023,,
amk_industrial_park_2,AMK Industrial Park 2,112.0,31774.959,39998.464,8.265,9.896,9.896,,
amk_industrial_park_2,AMK Industrial Park 2,114.0,31774.932,40000.464,7.708,9.768,9.768,,
amk_industrial_park_2,AMK Industrial Park 2,116.0,31774.906,40002.463,7.729,9.64,9.64,,
amk_industrial_park_2,AMK Industrial Park 2,118.0,31774.879,40004.463,9.512,9.512,9.512,,
amk_industrial_park_2,AMK Industrial Park 2,120.0,31774.853,40006.463,7.762,9.416,9.416,,
amk_industrial_park_2,AMK Industrial Park 2,122.0,31774.826,40008.463,9.319,9.319,9.319,,
amk_industrial_park_2,AMK Industrial Park 2,124.0,31774.8,40010.463,9.469,9.203,9.203,,
amk_industrial_park_2,AMK Industrial Park 2,126.0,31774.773,40012.463,9.434,9.086,9.086,,
amk_industrial_park_2,AMK Industrial Park 2,128.0,31774.747,40014.462,10.734,8.806,8.806,,
amk_industrial_park_2,AMK Industrial Park 2,130.0,31774.72,40016.462,7.821,8.525,8.525,,
amk_industrial_park_2,AMK Industrial Park 2,132.0,31774.694,40018.462,7.936,8.245,8.245,,
amk_industrial_park_2,AMK Industrial Park 2,134.0,31774.667,40020.462,7.965,7.965,7.965,,
amk_industrial_park_2,AMK Industrial Park 2,136.0,31774.641,40022.462,7.869,7.869,7.869,,
amk_industrial_park_2,AMK Industrial Park 2,138.0,31774.614,40024.461,8.302,7.828,7.828,-2.24,1.0
amk_industrial_park_2,AMK Industrial Park 2,140.0,31774.588,40026.461,7.994,7.786,7.786,-1.042,1.0
amk_industrial_park_2,AMK Industrial Park 2,142.0,31774.561,40028.461,7.744,7.744,7.786,,
amk_industrial_park_2,AMK Industrial Park 2,144.0,31774.535,40030.461,7.703,7.703,7.786,,
amk_industrial_park_2,AMK Industrial Park 2,146.0,31774.346,40029.223,7.703,7.884,7.884,3.333,1.0
amk_industrial_park_2,AMK Industrial Park 2,148.0,31774.119,40027.236,8.065,8.065,7.948,3.49,1.0
amk_industrial_park_2,AMK Industrial Park 2,150.0,31773.893,40025.249,7.948,7.948,8.052,,
amk_industrial_park_2,AMK Industrial Park 2,152.0,31773.666,40023.262,8.052,8.052,8.065,,
amk_industrial_park_2,AMK Industrial Park 2,154.0,31773.44,40021.275,8.069,8.069,8.069,,
amk_industrial_park_2,AMK Industrial Park 2,156.0,31773.214,40019.288,8.14,8.288,8.288,,
amk_industrial_park_2,AMK Industrial Park 2,158.0,31772.987,40017.301,8.936,8.57,8.57,,
amk_industrial_park_2,AMK Industrial Park 2,160.0,31772.761,40015.313,8.136,8.852,8.852,,
amk_industrial_park_2,AMK Industrial Park 2,162.0,31772.534,40013.326,8.19,9.1,9.1,,
amk_industrial_park_2,AMK Industrial Park 2,164.0,31772.308,40011.339,8.132,9.349,9.349,,
amk_industrial_park_2,AMK Industrial Park 2,166.0,31772.082,40009.352,11.03,9.598,9.598,,
amk_industrial_park_2,AMK Industrial Park 2,168.0,31771.855,40007.365,11.212,9.846,9.846,,
amk_industrial_park_2,AMK Industrial Park 2,170.0,31771.629,40005.378,12.601,10.095,10.095,,
amk_industrial_park_2,AMK Industrial Park 2,172.0,31771.402,40003.391,13.087,10.344,10.095,,
amk_industrial_park_2,AMK Industrial Park 2,174.0,31771.176,40001.403,12.869,10.138,10.095,,
amk_industrial_park_2,AMK Industrial Park 2,176.0,31770.949,39999.416,9.609,9.933,9.933,,
amk_industrial_park_2,AMK Industrial Park 2,178.0,31770.723,39997.429,7.859,9.727,9.727,,
amk_industrial_park_2,AMK Industrial Park 2,180.0,31770.497,39995.442,7.798,9.522,9.522,,
amk_industrial_park_2,AMK Industrial Park 2,182.0,31770.27,39993.455,8.173,9.316,9.316,,
amk_industrial_park_2,AMK Industrial Park 2,184.0,31770.044,39991.468,8.084,9.111,9.111,,
amk_industrial_park_2,AMK Industrial Park 2,186.0,31769.817,39989.481,9.034,8.905,9.077,,
amk_industrial_park_2,AMK Industrial Park 2,188.0,31769.591,39987.493,7.936,8.991,8.991,,
amk_industrial_park_2,AMK Industrial Park 2,190.0,31769.364,39985.506,7.803,9.077,8.905,,
amk_industrial_park_2,AMK Industrial Park 2,192.0,31769.138,39983.519,9.315,8.901,8.901,,
amk_industrial_park_2,AMK Industrial Park 2,194.0,31768.912,39981.532,9.157,8.725,8.725,,
amk_industrial_park_2,AMK Industrial Park 2,196.0,31768.685,39979.545,10.746,8.549,8.549,,
amk_industrial_park_2,AMK Industrial Park 2,198.0,31768.459,39977.558,10.776,8.373,8.373,,
amk_industrial_park_2,AMK Industrial Park 2,200.0,31768.232,39975.571,11.607,8.197,8.197,,
amk_industrial_park_2,AMK Industrial Park 2,202.0,31768.006,39973.583,10.089,8.021,8.021,,
amk_industrial_park_2,AMK Industrial Park 2,204.0,31767.78,39971.596,7.492,7.845,7.845,,
amk_industrial_park_2,AMK Industrial Park 2,206.0,31767.553,39969.609,7.492,7.669,7.669,,
amk_industrial_park_2,AMK Industrial Park 2,208.0,31767.327,39967.622,7.492,7.492,7.527,,
amk_industrial_park_2,AMK Industrial Park 2,210.0,31767.1,39965.635,7.527,7.527,7.527,,
amk_industrial_park_2,AMK Industrial Park 2,212.0,31766.874,39963.648,7.527,7.527,7.527,-0.313,1.0
amk_industrial_park_2,AMK Industrial Park 2,214.0,31766.647,39961.661,7.527,7.527,7.527,-0.313,1.0
amk_industrial_park_2,AMK Industrial Park 2,216.0,31766.421,39959.673,7.502,7.502,7.502,-0.313,1.0
amk_industrial_park_2,AMK Industrial Park 2,218.0,31766.195,39957.686,7.502,7.502,7.502,-0.156,1.0
amk_industrial_park_2,AMK Industrial Park 2,220.0,31765.968,39955.699,7.502,7.502,7.502,0.313,1.0
amk_industrial_park_2,AMK Industrial Park 2,222.0,31765.742,39953.712,11.178,7.514,7.514,0.313,1.0
amk_industrial_park_2,AMK Industrial Park 2,224.0,31765.515,39951.725,7.527,7.527,7.527,0.313,1.0
amk_industrial_park_2,AMK Industrial Park 2,226.0,31765.289,39949.738,7.527,7.527,7.527,0.156,1.0
amk_industrial_park_2,AMK Industrial Park 2,228.0,31765.063,39947.751,7.527,7.527,7.527,0.0,1.0
amk_industrial_park_2,AMK Industrial Park 2,230.0,31764.836,39945.763,7.502,7.502,7.527,0.0,1.0
amk_industrial_park_2,AMK Industrial Park 2,232.0,31764.61,39943.776,7.514,7.514,7.527,0.0,1.0
amk_industrial_park_2,AMK Industrial Park 2,234.0,31764.383,39941.789,7.527,7.527,7.527,0.313,1.0
amk_industrial_park_2,AMK Industrial Park 2,236.0,31764.157,39939.802,7.527,7.527,7.527,0.313,1.0
amk_industrial_park_2,AMK Industrial Park 2,238.0,31763.93,39937.815,7.552,7.552,7.552,0.313,1.0
amk_industrial_park_2,AMK Industrial Park 2,240.0,31763.704,39935.828,7.552,7.552,7.552,0.313,1.0
amk_industrial_park_2,AMK Industrial Park 2,242.0,31763.478,39933.841,7.552,7.552,7.552,0.0,1.0
amk_industrial_park_2,AMK Industrial Park 2,244.0,31763.251,39931.853,7.552,7.552,7.552,,
amk_industrial_park_2,AMK Industrial Park 2,246.0,31763.025,39929.866,7.552,7.552,7.552,,
amk_industrial_park_2,AMK Industrial Park 2,248.0,31762.798,39927.879,8.189,7.552,7.552,0.0,1.0
amk_industrial_park_2,AMK Industrial Park 2,250.0,31762.572,39925.892,7.552,7.552,7.552,0.0,1.0
amk_industrial_park_2,AMK Industrial Park 2,252.0,31762.345,39923.905,7.552,7.552,7.552,,
amk_industrial_park_2,AMK Industrial Park 2,254.0,31762.119,39921.918,7.552,7.552,7.552,,
amk_industrial_park_2,AMK Industrial Park 2,256.0,31761.893,39919.931,7.502,7.502,7.502,-1.25,1.0
amk_industrial_park_2,AMK Industrial Park 2,258.0,31761.666,39917.943,7.502,7.502,7.502,-1.25,1.0
amk_industrial_park_2,AMK Industrial Park 2,260.0,31761.44,39915.956,7.452,7.452,7.452,-0.625,1.0
amk_industrial_park_2,AMK Industrial Park 2,262.0,31761.213,39913.969,7.402,7.402,7.452,0.208,1.0
amk_industrial_park_2,AMK Industrial Park 2,264.0,31760.987,39911.982,7.352,7.352,7.452,,
amk_industrial_park_2,AMK Industrial Park 2,266.0,31760.761,39909.995,7.552,7.552,7.518,,
amk_industrial_park_2,AMK Industrial Park 2,268.0,31760.534,39908.008,8.027,7.535,7.518,0.625,1.0
amk_industrial_park_2,AMK Industrial Park 2,270.0,31760.308,39906.021,8.102,7.518,7.518,-0.208,1.0
amk_industrial_park_2,AMK Industrial Park 2,272.0,31760.081,39904.033,7.502,7.502,7.502,,
amk_industrial_park_2,AMK Industrial Park 2,274.0,31759.855,39902.046,7.502,7.502,7.502,,
amk_industrial_park_2,AMK Industrial Park 2,276.0,31759.628,39900.059,7.952,7.502,7.502,0.0,1.0
amk_industrial_park_2,AMK Industrial Park 2,278.0,31759.374,39898.076,7.477,7.502,7.502,0.0,1.0
amk_industrial_park_2,AMK Industrial Park 2,280.0,31759.035,39896.105,7.502,7.502,7.502,,
amk_industrial_park_2,AMK Industrial Park 2,282.0,31758.695,39894.134,7.477,7.477,7.502,,
amk_industrial_park_2,AMK Industrial Park 2,284.0,31758.356,39892.163,7.552,7.552,7.552,1.094,1.0
amk_industrial_park_2,AMK Industrial Park 2,286.0,31758.016,39890.192,7.577,7.577,7.577,1.25,1.0
amk_industrial_park_2,AMK Industrial Park 2,288.0,31757.667,39888.223,7.602,7.602,7.589,1.875,1.0
amk_industrial_park_2,AMK Industrial Park 2,290.0,31757.292,39886.258,7.589,7.589,7.602,2.969,1.0
amk_industrial_park_2,AMK Industrial Park 2,292.0,31756.917,39884.294,7.702,7.702,7.702,2.969,1.0
amk_industrial_park_2,AMK Industrial Park 2,294.0,31756.542,39882.329,7.827,7.827,7.814,3.724,1.0
amk_industrial_park_2,AMK Industrial Park 2,296.0,31756.167,39880.365,7.927,7.927,7.827,,
amk_industrial_park_2,AMK Industrial Park 2,298.0,31755.792,39878.4,7.814,7.814,7.9,,
amk_industrial_park_2,AMK Industrial Park 2,300.0,31755.526,39876.419,7.677,7.9,7.927,,
amk_industrial_park_2,AMK Industrial Park 2,302.0,31755.282,39874.434,7.777,7.985,7.985,,
amk_industrial_park_2,AMK Industrial Park 2,304.0,31755.038,39872.449,8.102,8.199,8.199,,
amk_industrial_park_2,AMK Industrial Park 2,306.0,31754.793,39870.464,8.602,8.413,8.413,,
amk_industrial_park_2,AMK Industrial Park 2,308.0,31754.476,39868.491,12.177,8.627,8.627,,
amk_industrial_park_2,AMK Industrial Park 2,310.0,31754.047,39866.537,12.202,8.652,8.627,,
amk_industrial_park_2,AMK Industrial Park 2,312.0,31753.619,39864.584,8.677,8.677,8.627,-3.125,1.0
amk_industrial_park_2,AMK Industrial Park 2,314.0,31753.19,39862.63,9.052,8.452,8.452,-3.125,1.0
amk_industrial_park_2,AMK Industrial Park 2,316.0,31752.761,39860.677,8.227,8.227,8.377,-3.125,1.0
amk_industrial_park_2,AMK Industrial Park 2,318.0,31752.351,39858.72,12.069,8.302,8.377,0.0,1.0
amk_industrial_park_2,AMK Industrial Park 2,320.0,31752.034,39856.745,12.061,8.377,8.377,0.937,1.0
amk_industrial_park_2,AMK Industrial Park 2,322.0,31751.717,39854.77,8.452,8.452,8.452,0.937,1.0
amk_industrial_park_2,AMK Industrial Park 2,324.0,31751.4,39852.796,8.727,8.727,8.452,0.937,1.0
amk_industrial_park_2,AMK Industrial Park 2,326.0,31751.082,39850.821,8.502,8.502,8.452,-0.0,1.0
amk_industrial_park_2,AMK Industrial Park 2,328.0,31750.765,39848.846,8.427,8.427,8.452,-0.0,1.0
amk_industrial_park_2,AMK Industrial Park 2,330.0,31750.443,39846.873,8.427,8.427,8.452,-0.0,1.0
amk_industrial_park_2,AMK Industrial Park 2,332.0,31750.098,39844.903,8.452,8.452,8.452,,
amk_industrial_park_2,AMK Industrial Park 2,334.0,31749.753,39842.932,8.452,8.452,8.452,,
amk_industrial_park_2,AMK Industrial Park 2,336.0,31749.409,39840.962,8.452,8.629,8.629,,
amk_industrial_park_2,AMK Industrial Park 2,338.0,31749.064,39838.992,7.461,8.806,8.806,,
amk_industrial_park_2,AMK Industrial Park 2,340.0,31748.709,39837.024,7.461,9.091,9.091,,
amk_industrial_park_2,AMK Industrial Park 2,342.0,31748.31,39835.064,7.461,9.377,9.377,,
amk_industrial_park_2,AMK Industrial Park 2,344.0,31747.912,39833.104,7.511,9.662,9.662,,
amk_industrial_park_2,AMK Industrial Park 2,346.0,31747.513,39831.145,10.221,9.948,9.948,,
amk_industrial_park_2,AMK Industrial Park 2,348.0,31747.114,39829.185,10.234,10.234,9.948,,
amk_industrial_park_2,AMK Industrial Park 2,350.0,31746.716,39827.225,10.234,10.234,9.948,,
amk_industrial_park_2,AMK Industrial Park 2,352.0,31746.171,39825.316,10.234,9.943,9.943,,
amk_industrial_park_2,AMK Industrial Park 2,354.0,31745.267,39823.532,10.259,9.633,9.633,,
amk_industrial_park_2,AMK Industrial Park 2,356.0,31744.363,39821.748,10.884,9.323,9.323,,
amk_industrial_park_2,AMK Industrial Park 2,358.0,31743.458,39819.964,7.661,9.034,9.034,,
amk_industrial_park_2,AMK Industrial Park 2,360.0,31742.554,39818.18,7.761,8.745,8.745,,
amk_industrial_park_2,AMK Industrial Park 2,362.0,31741.65,39816.396,7.661,8.457,8.457,,
amk_industrial_park_2,AMK Industrial Park 2,364.0,31740.745,39814.612,7.711,8.168,8.168,,
amk_industrial_park_2,AMK Industrial Park 2,366.0,31739.841,39812.829,8.311,7.879,8.046,,
amk_industrial_park_2,AMK Industrial Park 2,368.0,31738.937,39811.045,8.046,8.046,8.021,,
amk_industrial_park_2,AMK Industrial Park 2,370.0,31738.033,39809.261,7.984,7.984,7.984,,
amk_industrial_park_2,AMK Industrial Park 2,372.0,31737.128,39807.477,8.021,8.021,7.984,-0.781,1.0
amk_industrial_park_2,AMK Industrial Park 2,374.0,31736.224,39805.693,7.946,7.946,7.959,-0.469,1.0
amk_industrial_park_2,AMK Industrial Park 2,376.0,31735.32,39803.909,7.959,7.959,7.959,-0.469,1.0
amk_industrial_park_2,AMK Industrial Park 2,378.0,31734.102,39802.339,7.946,7.946,7.946,-0.156,1.0
amk_industrial_park_2,AMK Industrial Park 2,380.0,31732.773,39800.844,7.971,7.971,7.946,0.156,1.0
amk_industrial_park_2,AMK Industrial Park 2,382.0,31731.445,39799.349,7.946,7.946,7.946,0.312,1.0
amk_industrial_park_2,AMK Industrial Park 2,384.0,31730.07,39797.904,7.934,7.934,7.971,1.858,1.0
amk_industrial_park_2,AMK Industrial Park 2,386.0,31728.485,39796.683,7.971,7.971,7.971,1.858,1.0
amk_industrial_park_2,AMK Industrial Park 2,388.0,31726.901,39795.462,8.095,8.095,8.095,1.545,1.0
amk_industrial_park_2,AMK Industrial Park 2,390.0,31725.317,39794.242,8.095,8.095,8.095,1.754,1.0
amk_industrial_park_2,AMK Industrial Park 2,392.0,31723.733,39793.021,8.095,8.095,8.095,0.521,1.0
amk_industrial_park_2,AMK Industrial Park 2,394.0,31722.149,39791.8,8.111,8.111,8.111,1.146,1.0
amk_industrial_park_2,AMK Industrial Park 2,396.0,31720.358,39790.949,8.136,8.136,8.136,1.146,1.0
amk_industrial_park_2,AMK Industrial Park 2,398.0,31718.487,39790.244,9.911,8.253,8.186,0.937,1.0
amk_industrial_park_2,AMK Industrial Park 2,400.0,31716.615,39789.539,8.37,8.37,8.186,-1.285,1.0
amk_industrial_park_2,AMK Industrial Park 2,402.0,31714.743,39788.834,8.186,8.186,8.186,,
amk_industrial_park_2,AMK Industrial Park 2,404.0,31712.872,39788.129,8.034,8.034,8.034,,
amk_industrial_park_2,AMK Industrial Park 2,406.0,31711.0,39787.424,8.496,8.029,8.029,-1.962,1.0
amk_industrial_park_2,AMK Industrial Park 2,408.0,31709.128,39786.72,7.971,8.025,8.029,,
amk_industrial_park_2,AMK Industrial Park 2,410.0,31707.257,39786.015,8.021,8.021,8.029,,
amk_industrial_park_2,AMK Industrial Park 2,412.0,31705.385,39785.31,7.909,8.131,8.131,,
amk_industrial_park_2,AMK Industrial Park 2,414.0,31703.513,39784.605,7.846,8.24,8.24,4.208,1.0
amk_industrial_park_2,AMK Industrial Park 2,416.0,31701.642,39783.9,8.571,8.381,8.366,,
amk_industrial_park_2,AMK Industrial Park 2,418.0,31699.77,39783.195,8.521,8.521,8.366,,
amk_industrial_park_2,AMK Industrial Park 2,420.0,31697.898,39782.49,9.846,8.366,8.366,,
amk_industrial_park_2,AMK Industrial Park 2,422.0,31695.983,39781.966,9.296,8.211,8.211,,
amk_industrial_park_2,AMK Industrial Park 2,424.0,31693.997,39781.729,9.596,8.056,8.056,,
amk_industrial_park_2,AMK Industrial Park 2,426.0,31692.011,39781.492,7.496,7.901,7.901,,
amk_industrial_park_2,AMK Industrial Park 2,428.0,31690.025,39781.254,7.746,7.746,7.759,,
amk_industrial_park_2,AMK Industrial Park 2,430.0,31688.039,39781.017,7.759,7.759,7.759,,
amk_industrial_park_2,AMK Industrial Park 2,432.0,31686.053,39780.78,7.709,7.709,7.759,1.016,1.0
amk_industrial_park_2,AMK Industrial Park 2,434.0,31684.058,39780.643,8.196,7.84,7.796,1.016,1.0
amk_industrial_park_2,AMK Industrial Park 2,436.0,31682.062,39780.532,7.971,7.971,7.84,2.031,1.0
amk_industrial_park_2,AMK Industrial Park 2,438.0,31680.065,39780.42,7.796,7.796,7.84,0.742,1.0
amk_industrial_park_2,AMK Industrial Park 2,440.0,31678.069,39780.291,7.946,7.946,7.921,-0.547,1.0
amk_industrial_park_2,AMK Industrial Park 2,442.0,31676.081,39780.07,7.796,7.796,7.796,-2.422,1.0
amk_industrial_park_2,AMK Industrial Park 2,444.0,31674.094,39779.849,7.921,7.921,7.796,-3.437,1.0
amk_industrial_park_2,AMK Industrial Park 2,446.0,31672.106,39779.629,7.646,7.646,7.646,-1.875,1.0
amk_industrial_park_2,AMK Industrial Park 2,448.0,31670.118,39779.408,7.571,7.571,7.646,-0.473,1.0
amk_industrial_park_2,AMK Industrial Park 2,450.0,31668.13,39779.187,7.596,7.596,7.646,0.928,1.0
amk_industrial_park_2,AMK Industrial Park 2,452.0,31666.143,39778.966,8.121,7.734,7.709,1.075,1.0
amk_industrial_park_2,AMK Industrial Park 2,454.0,31664.155,39778.746,7.871,7.871,7.72,,
amk_industrial_park_2,AMK Industrial Park 2,456.0,31662.167,39778.525,7.709,7.709,7.732,,
amk_industrial_park_2,AMK Industrial Park 2,458.0,31660.179,39778.304,8.096,7.72,7.732,,
amk_industrial_park_2,AMK Industrial Park 2,460.0,31658.191,39778.083,9.271,7.732,7.732,,
amk_industrial_park_2,AMK Industrial Park 2,462.0,31656.204,39777.863,7.371,7.744,7.744,,
amk_industrial_park_2,AMK Industrial Park 2,464.0,31654.216,39777.642,7.746,7.756,7.744,,
amk_industrial_park_2,AMK Industrial Park 2,466.0,31652.229,39777.415,7.767,7.767,7.744,,
amk_industrial_park_2,AMK Industrial Park 2,468.0,31650.245,39777.164,7.726,7.726,7.726,,
amk_industrial_park_2,AMK Industrial Park 2,470.0,31648.26,39776.914,7.592,7.592,7.667,-1.269,1.0
amk_industrial_park_2,AMK Industrial Park 2,472.0,31646.276,39776.664,7.584,7.584,7.642,-0.942,1.0
amk_industrial_park_2,AMK Industrial Park 2,474.0,31644.292,39776.413,7.667,7.667,7.642,,
amk_industrial_park_2,AMK Industrial Park 2,476.0,31642.308,39776.163,7.642,7.642,7.65,,
amk_industrial_park_2,AMK Industrial Park 2,478.0,31640.324,39775.903,8.192,7.809,7.65,,
amk_industrial_park_2,AMK Industrial Park 2,480.0,31638.342,39775.64,7.976,7.65,7.642,-3.968,1.0
amk_industrial_park_2,AMK Industrial Park 2,482.0,31636.359,39775.378,7.959,7.492,7.492,,
amk_industrial_park_2,AMK Industrial Park 2,484.0,31634.376,39775.115,7.333,7.333,7.333,,
amk_industrial_park_2,AMK Industrial Park 2,486.0,31632.394,39774.853,7.333,7.333,7.333,,
amk_industrial_park_2,AMK Industrial Park 2,488.0,31630.439,39774.474,7.333,7.333,7.333,0.0,1.0
amk_industrial_park_2,AMK Industrial Park 2,490.0,31628.559,39773.793,7.333,7.333,7.333,0.0,1.0
amk_industrial_park_2,AMK Industrial Park 2,492.0,31626.678,39773.113,7.333,7.333,7.333,0.0,1.0
amk_industrial_park_2,AMK Industrial Park 2,494.0,31624.798,39772.432,7.308,7.308,7.333,0.0,1.0
amk_industrial_park_2,AMK Industrial Park 2,496.0,31622.917,39771.751,7.333,7.333,7.333,0.0,1.0
amk_industrial_park_2,AMK Industrial Park 2,498.0,31621.032,39771.091,7.333,7.333,7.333,-0.625,1.0
amk_industrial_park_2,AMK Industrial Park 2,500.0,31619.038,39770.94,7.283,7.283,7.333,-0.937,1.0
amk_industrial_park_2,AMK Industrial Park 2,502.0,31617.043,39770.789,7.37,7.37,7.283,-0.937,1.0
amk_industrial_park_2,AMK Industrial Park 2,504.0,31615.049,39770.638,7.183,7.183,7.258,-1.086,1.0
amk_industrial_park_2,AMK Industrial Park 2,506.0,31613.055,39770.487,7.233,7.233,7.258,-0.461,1.0
amk_industrial_park_2,AMK Industrial Park 2,508.0,31611.061,39770.336,7.258,7.258,7.246,,
amk_industrial_park_2,AMK Industrial Park 2,510.0,31609.066,39770.185,7.258,7.258,7.246,,
amk_industrial_park_2,AMK Industrial Park 2,512.0,31607.072,39770.034,8.306,7.246,7.246,-0.148,1.0
amk_industrial_park_2,AMK Industrial Park 2,514.0,31605.078,39769.883,7.289,7.234,7.234,-0.148,1.0
amk_industrial_park_2,AMK Industrial Park 2,516.0,31603.083,39769.732,7.222,7.222,7.234,,
amk_industrial_park_2,AMK Industrial Park 2,518.0,31601.089,39769.581,7.206,7.206,7.234,,
